sample_idx,crystal_idx,n_crystals,cx,cz,x_center,z_center,dist_center,dist_corner_1,dist_corner_2,dist_corner_3,dist_corner_4,mse_psi,relL2_psi
195,1,2,2.240777e-01,3.003651e-01,0.000000e+00,0.000000e+00,3.747399e-01,1.785866e+00,1.514267e+00,1.409913e+00,1.044770e+00,5.716265e-25,1.497256e-01
195,2,2,-7.518006e-01,-7.588100e-01,0.000000e+00,0.000000e+00,1.068174e+00,3.460861e-01,1.768326e+00,1.776236e+00,2.482381e+00,5.716265e-25,1.497256e-01
196,1,2,7.894328e-01,2.471047e-02,0.000000e+00,0.000000e+00,7.898194e-01,2.062062e+00,1.046121e+00,2.037955e+00,9.977616e-01,3.647408e-25,6.214281e-02
196,2,2,-3.379885e-01,-1.172131e-01,0.000000e+00,0.000000e+00,3.577362e-01,1.103436e+00,1.602974e+00,1.298624e+00,1.743095e+00,3.647408e-25,6.214281e-02
197,1,2,6.336104e-01,4.582603e-01,0.000000e+00,0.000000e+00,7.819621e-01,2.189796e+00,1.503584e+00,1.721094e+00,6.540055e-01,3.068777e-25,1.593054e-01
197,2,2,-4.603439e-01,4.212313e-01,0.000000e+00,0.000000e+00,6.239811e-01,1.520239e+00,2.037769e+00,7.913292e-01,1.570852e+00,3.068777e-25,1.593054e-01
198,1,2,-2.636047e-01,-4.950640e-01,0.000000e+00,0.000000e+00,5.608706e-01,8.928820e-01,1.360756e+00,1.666582e+00,1.957527e+00,3.204562e-25,7.783351e-02
198,2,2,1.380469e-01,-7.102603e-01,0.000000e+00,0.000000e+00,7.235514e-01,1.174351e+00,9.093471e-01,2.054298e+00,1.915190e+00,3.204562e-25,7.783351e-02
199,1,2,-7.703423e-01,5.819015e-01,0.000000e+00,0.000000e+00,9.654204e-01,1.598485e+00,2.374137e+00,4.770210e-01,1.819043e+00,2.276556e-24,1.082778e-01
199,2,2,-2.667810e-01,7.119584e-01,0.000000e+00,0.000000e+00,7.603005e-01,1.862367e+00,2.129680e+00,7.877678e-01,1.299116e+00,2.276556e-24,1.082778e-01
200,1,2,1.132691e-01,5.942383e-01,0.000000e+00,0.000000e+00,6.049373e-01,1.944470e+00,1.824250e+00,1.184910e+00,9.751586e-01,6.074825e-25,1.312375e-01
200,2,2,-4.412597e-01,6.981070e-01,0.000000e+00,0.000000e+00,8.258713e-01,1.787668e+00,2.227285e+00,6.350828e-01,1.472538e+00,6.074825e-25,1.312375e-01
